WeekStarting,Store,Brand,Quantity,Advert,Price,Revenue
1991-10-24,1001,dominicks,13658,1,2.63,35920.54
1991-10-31,1001,dominicks,11724,1,2.24,26261.76
1991-11-07,1001,dominicks,11706,1,2.4,28094.4
1991-11-14,1001,dominicks,17398,1,1.9,33056.2
1991-11-21,1001,dominicks,17158,1,1.95,33458.1
1991-11-28,1001,dominicks,15804,1,2.19,34610.76
1991-12-05,1001,dominicks,13677,1,2.58,35286.66
1991-12-12,1001,dominicks,14143,1,2.26,31963.18
1991-12-19,1001,dominicks,13166,1,2.4,31598.4
1991-12-26,1001,dominicks,10856,1,2.15,23340.4
1992-01-02,1001,dominicks,18994,1,2.55,48434.7
1992-01-09,1001,dominicks,19054,1,2.64,50302.56000000001
1992-01-16,1001,dominicks,10055,1,2.48,24936.4
1992-01-23,1001,dominicks,18726,1,2.03,38013.78
1992-01-30,1001,dominicks,16308,1,2.41,39302.28
1992-02-06,1001,dominicks,11254,1,2.0,22508.0
1992-02-13,1001,dominicks,14132,1,1.98,27981.36
1992-02-20,1001,dominicks,19339,1,2.05,39644.95
1992-02-27,1001,dominicks,18115,1,2.56,46374.4
1992-03-05,1001,dominicks,10333,1,2.18,22525.94
1992-03-12,1001,dominicks,11762,1,2.68,31522.160000000003
1992-03-19,1001,dominicks,9732,1,1.93,18782.76
1992-03-26,1001,dominicks,18431,1,2.21,40732.51
1992-04-02,1001,dominicks,16536,1,2.39,39521.04
1992-04-09,1001,dominicks,10794,1,2.23,24070.62
1992-04-16,1001,dominicks,12881,1,2.58,33232.98
1992-04-23,1001,dominicks,15182,1,2.15,32641.3
1992-04-30,1001,dominicks,18219,1,2.17,39535.23
1992-05-07,1001,dominicks,19167,1,2.07,39675.69
1992-05-14,1001,dominicks,12952,1,2.6,33675.200000000004
1992-05-21,1001,dominicks,9256,1,2.1,19437.6
